file,total_chars,preview_chars,is_truncated,preview_text
RSA Mora 2019 Maskad.pdf,75779,1000,True," 1 
       
 
 
 
 
 
 
 
 
 
 
 
Risk- och sårbarhetsanalys 
för Mora kommun 2019-2022 
 

 2 
Innehållsförteckning 
 
FÖRORD .................................................................................................................... 4 
BEGREPP OCH TERMER ......................................................................................... 4 
1. BESKRIVNING AV KOMMUNEN OCH DESS GEOGRAFISKA OMRÅDE .......... 6 
1.1 Kommunens ansvarsområde och uppgifter .................................................................................................... 6 
1.2 Kommunens organisation inklusive hel- eller delägda bolag och förbundssamarbeten ............................. 9 
1.3 Övergripande beskrivning av kommunens geografiska område såsom geografi, demografi, infrastruktur 
och näringsliv ....................................................................................................................................................... 11 
1.4 Författningar som har beaktats"
RSA Mora 2023 Maskad.pdf,178286,1000,True,"  
  
 
   
RISK OCH SÅRBARHETSANALYS 
FÖR MORA KOMMUN 2023–2026

2023-09-18 
Sida 2 av 84 
 
 
Innehållsförteckning 
Förord ................................................................................................................4 
Begrepp och termer ...........................................................................................4 
1. Beskrivning av kommunen och dess geografiska område ...........................6 
1.1 Kommunens ansvarsområde och uppgifter .................................................................6 
1.1.1 Kommunernas obligatoriska uppgifter ................................................................................6 
1.1.2 Frivilliga uppgifter ....................................................................................................................6 
1.1.3 Så styrs Kommunen ...................................................................................................................6 
1.1.4 Kommunens roll vid samhällsstörni"
RSA Motala 2015 Maskad.pdf,20020,1000,True,"Kommunal risk- och
sårbarhetsanalys för
mandatperioden 2015-2018

Motala kommun

|

KN



Beslutsinstans: Kommunstyrelsen Diarienummer: 15/KS 0148

Datum: 2015-XX-XXK Paragraf:
Reviderande instans: Diarienummer:
Datum: Paragraf:
Gäller från: 2015-XX-XX

Informationsklass: 1B

Kommunal risk- och sårbarhetsanalys för
mandatperioden 2015-2018

Kommunal risk- och sårbarhetsanalys för mandatperioden 2015-2018 Sida 1 (27)


Innehåll

TFT GOTT Öns vsonennnuoonvsmsunmssnsONBNOKOKNNNEKNN UKKO NNONNNNNKNNNN SRK NORRAN SRS ASSR SNES VETE 3
SammanfattNil82 somseeesmereerbesseerrsrsrsrersrrsrersrrrsrrrsrrrrrrrrsr rr ere rr RAKA AKA RAK K RKA K ARKA KAKA RKA K ARKA RAR ARA AA 3
BAKgrUNA oosoeesrerereresrreseresrsrerererrrsrrrsrrrsrrrssrrrerrrer ers ere sr rs r ers rer A rek RANKAR RK RANKAR RKA ARR ARR R ARR K ARR K ARKA RAKA RAKA 4
Motala kommun och dess geografiska OMIråÅCe sm.smseesrsrrssrsrrsrrrresrrsrrsrrsrrsrrrrrrr reses ek rskr krk enn rn 5
Kommunens uppgifter OCh alSVAl....ssesssersessressre"
RSA Motala 2019 Maskad.pdf,14907,1000,True,"——— motala.se/kommun

Risk och sårbarhetsanalys

Motala kommun
Sekretess

Enligt 18 kap. 13 $ offentlighets- och
— sektetesslagen (2009:400)



Sekretess, se sid. 1

Beslutsinstans: Kommunstyrelsen Diarienummer: - 18/KS 0263
Datum: 2019-10-22 Paragraf: 211
Reviderande instans: Diarienummer:

Datum: Paragraf:

Gäller från:

Innehåll

Tile fig sosssssssrosenersosssarnrernsnnsnnnnnrnnsnnsnn non nan NON NFNRSSSRSENENNNER ESSEN BAS NTENASSRNAS BSNNEES SNRA SNNSERRNNNNENERHNSRNRNEEFN NI KASRASAR BRA NK NASAS ANN NNK KA Nk 2
Motala kommun och dess geografiska Område su... rer r RAR RAR A rr ARA A RAKA RAR 4
Beskrivning av arbetsprocess och imetOd s....oeemesuwssssssssssssrrrrrrrrrrrrrrrrrrsr rss ss s0s sn NANA N RAR RR RAR R ANKARA ARR R Re re 00 8
Identifierad samhällsviktig verksamhet inom kommunens geografiska Område ..........mmsmmmessämuuvvvvvävvvn 9
Identifierade kritiska beroenden för kommunens samhällsviktiga Verksamhet .........essweeeHsemmmumsvässsvsss 10
Identifierade och analysera"
RSA Motala 2023 Maskad.pdf,15865,1000,True," 
 


Offentlig risk- och sårbarhetsanalys gällande extraordinära händelser i fredstid 2023-2026 Sida 2(10) 
Kommunen ska varje mandatperiod göra en analys av vilka extraordinära 
händelser i fredstid som kan inträffa och hur dessa händelser kan påverka 
den egna verksamheten1. I arbetet ska ingå att på ett systematiskt sätt 
identifiera, analysera och dokumentera vilka risker som finns inom 
kommunens ansvarsområde samt bedöma hur sårbar kommunen är emot 
dessa risker.  
Det är av betydelse att arbetet med krisberedskap beaktas och är en naturlig 
del i all verksamhetsplanering. Detta så att kommunens samhällsviktiga 
verksamheter i fredstid bedrivs på ett sådant sätt att de samtidigt bidrar till 
att stärka totalförsvarets förmåga under höjd beredskap och krig. 
Vidare ska en handlingsplan tas fram för hanteringen av extraordinära 
händelser i fredstid.  
Detta är en offentlig version av den Risk- och sårbarhetsanalys som antogs 
av kommunstyrelsen 2023-09-26. 
 
Målet med en risk- o"
RSA Mölndal 2015 Maskad.pdf,16588,1000,True,"ee

E Mölndals stad

Stadsledningsförvaltningen

Risk och Sårbarhetsanalys

Mölndals stads risk- och sårbarhetsanalys utifrån Myndigheten för samhällsskydd och beredskaps föreskrifter
om kommuners och landstings risk-och sårbarhetsanalyser.

Bengt Nordström, t.f. säkerhetssamordnare
Lotta Andreen, administrativ samordnare, serviceförvaltningen

2015-09-03, rev 2015-09-25



| Mölnd al S stad Risk- och sårbarhetsanalys Mölndals stad 2015-09-03, rev. 2015-09-25

Inledning

Rapportering av Mölndals stads risk- och sårbarhetsanalys sker i enlighet med föreskrifterna i MSBFS 2015:5.

Rapporten som följer har följande disposition;

1. Beskrivning av staden och dess geografiska område.

2. Beskrivning av arbetsprocess och metod.

3. Identifierad samhällsviktig verksamhet inom stadens geografiska område.

4. Identifierade kritiska beroenden för stadens samhällsviktiga verksamhet.

5. Identifierade och analyserade risker för staden och stadens geografiska område.

6. Beskrivning av identifierad"
RSA Mölndal 2019 Maskad.pdf,71559,1000,True,"AND
or
S 0)

ö
- r SEKRETESS
STAD

Sekretess enligt 18 kap. 138 offentlighets-
och sekretesslagen (2009:400)

2019-10-30

Mölndals stad

Risk- och
särbarhetsanalys för
Mölndals stad
2019-2022

Risk- och sårbarhetsanalys Beslutat av Gäller från och med
Kommunstyrelsen 2019-10-30
2019-10-30, dnr: KS 288/19

Ansvarig Gäller för Senast reviderad

Säkerhet och beredskapschef Mölndals stad

sid
lav 43


Inledning s.....ssssososvsvsosveosovooorarersrserrrerenrersrrrnsnrsrsrnrsrorsrsrerersre rer resor sssr sn srer snaran sr srsreror rosor ons rn renen 6
Bakgrund............ 20985ssvessvessssvässsrsssrss nonsens dne SANN ONNASANSNSN RENA 6
Syfte OCh MVål-----=eemsweseomsnnsevsssevasvsa MONA DNA 7
ÅA VBLÄNSNINQGAL ss. ss9ösanasnen ans sne ne rskr nes ASkRsS  NSANNTENN NAS NANSEN AG ET TEN EKMANS SSNNSKTKFVSNRET NAVET HAKE EKSSE NS ET 7
SEKLeteS5 oossssssesreserssssererrosssrserrsrnrrresersrrsrsrrer es sne een sne es Enso es AES ER RARE AR AoA AREA ANSER AR ARR A Rs Arenan nen an 7

Beskrivning a"
RSA Mölndal 2023.pdf,111633,1000,True," 
 
Dokument 
Rapport 
Beslutat av 
Kommunstyrelsen 
2023-09-27§ 228 dnr 00250/2023 
Gäller från och med 
2023-09-27 
Ansvarig 
Stadsledningsförvaltningen 
Gäller för 
Mölndals stad och, i tillämpliga delar, 
stadens direkt eller indirekt helägda bolag 
Senast reviderad 
-  
   sid. 1 av 45 
 
 
 
 
Risk- och 
sårbarhetsanalys 
Mölndals stad 
2023 
 


Sammanfattning 
 
Mölndals stad är en stor kommun i ett litet format. Inom stadens relativt lilla geografiska 
område ryms runt 70 000 invånare och ett brett spektrum av samhällsviktig verksamhet av 
såväl nationell och regional som delregional och lokal betydelse. Här finns bland annat 
globala satsningar på life science, kriminalvård, dricksvattenproduktion och 
överförmyndarverksamhet.  
 
Den samhällsviktiga verksamhet som bedrivs i stadens egen regi har ett flertal kritiska 
beroenden varav el, vatten, personal och IT-system bedöms vara mest centrala för flest 
verksamheter. Av strax under 50 identifierade risker har fördjupad analy"
RSA Mönsterås 2015.pdf,47045,1000,True,"T.b
ot).
*r

Innehillsfiirteckning
Sammanfatbring
1. Beslrivning av kommunen och dess geografiska omride
1. 1 Ansvarsomride och uppgifter
1.2 Organisation
1.3 F<trfattninga.r som har beaktats i redovisningen
1.4 Overgripande beskivning av kommunens geografiska omrd'de
2. Beslrivning av arbetsprocess och metod
2.1 Arbetsprocess
2.2MeJod
2.3 De\tagaade intema, externa och privata aktcirer
2.4 Avgrinsningar
3. Identifierad samhiillsvillig verksamhet inom kommunens geografi.ska omride
4. Identifierade kritiska beroenden ftlr kommunens samhiillsviltiga verksamhet
5. Identifierade och analyserade risker ftir kommunen och kommunens geografiska
omrtde
Sammanfattning och analys av identifierade risker per typomride
5.1 Naturhiindelser
5.2 Olyckor
5.3 Telarisk ffiastrukhr och forstirjnin gssystem
5.4 Antagonistiska hot och sociala risker
5.5 Sjukdomar
5.6 Andra risker
6. Beskrivning av kommunens generella krisberedskap
6.1 Ledning inkluderar rislfrantering och planering
6.2 Samverkan
6.3 Kommuni"
RSA Mönsterås 2019.pdf,76684,1000,True," 
 
  MÖNSTERÅS KOMMUNS RISK-  OCH SÅRBARHETSANALYS 2019 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 

 
 
 
 
 
 
 
 
Fastställt av:   Kommunfullmäktige   
Datum:   2019-09-23, §91 
För revidering ansvarar:  Kris- och beredskapssamordnare    
För ev. uppföljning och  tidplan för denna ansvarar:   Kris- och beredskapssamordnare  
Dokumentet gäller för:  Alla nämnder och förvaltningar samt bolag i kommunen 
Dokumentet gäller till och med: 2022-10-31 
Dokumentansvarig:  Kris- och beredskapssamordnare  
Dnr:    KS 2019/190

 
3 
 
Innehåll 
Sammanfattning/Inledning .................................................................................................................. 4 
1 Beskrivning av kommunen och dess geografiska område .................................................................... 5 
1.4.1 Geografi .................................................................................................................................... 12 
1.4.2 Demografi ........................."
RSA Mönsterås 2023.pdf,71317,1000,True,"Mönsterås kommun | Risk- och sårbarhetsanalys år 2023-2026 2023-10-23  
 
 
 
 
Risk- och sårbarhetsanalys (RSA) 
Mönsterås kommun år 2023 -2026  
 
 
 
Fastställd av kommunfullmäktige den 23 oktober 2023. 
För eventuell uppföljning och tidplan för RSA-arbetet ansvarar kris- och 
beredskapssamordnare. 


Innehållsförteckning 
1. Förord ................................ ................................ ................................ ........................  1 
Sammanfattning ...................................................................................................................... 2 
2. Beskrivning av kommunen och det geografiska området ................................ ............. 3 
Kommunens ansvarsområde och uppgifter ............................................................................ 3 
Geografiskt områdesansvar .................................................................................................... 3 
Utbildning och övning ......................"
RSA Mörbylånga 2023 Maskad.pdf,34379,1000,True," 
 
 
 
 
 
  
 
 
 
 
  
   
 
 
 
  
   
 
 
Risk- och sårbarhetsanalys, 
mandatperioden 2023—2026 
 
  


 
Datum 
2023-09-14   
 
Sida 
2(14) 
 
 
 
Beslutad av:   Kommunstyrelsen 
Beslutsdatum inkl. ev. §:  2023-09-26, § 145 
Dokumentansvarig:   Beredskapssamordnare 
Dokumentet gäller för:  Civil beredskap 
Dokumentet gäller från och med: 2023-09-26 
Dokumentet gäller till och med: 2026-12-31 
Ev. dokumentkoppling:  Strategiskt dokument för civil beredskap 
2023-2026 
Dnr:   KS 2022/000391-5.2.1    
 
  

 
Datum 
2023-09-14   
 
Sida 
3(14) 
 
 
Innehåll 
Inledning ................................................................................................................................................................. 4 
1. Beskrivning av kommunen och dess geografiska område .............................................................. 4 
Övergripande beskrivning av kommunen .............................................................................................. 4 
K"
RSA Mullsjö 2023 Maskad.pdf,20574,1000,True," 
 
 
  
 
Risk- och sårbarhetsanalys
2023-2026

   
 
 
Innehåll 
1. Inledning 4 
2. Bakgrund 5 
3. Syfte 5 
4. Mål 6 
5. Metod 6 
5.1.Process 6 
5.1.1. Moment 1 - Riskanalys 6  
5.1.2. Moment 2 - Samhällsviktig verksamhet 7  
5.1.3 Moment 3 – Sårbarhetsanalyser och kontinuitetsplanering 7  
5.2. Avgränsningar 8 
5.2.1. Beredskapsnivå 8  
5.2.2. Risker 9 
5.2.3. Sårbarhetsanalyser 9  
6. Analys 9 
6.5. Kommunens förmåga att hantera inträffade händelser 9  
6.6. Identifierade samhällsviktiga verksamheter 10  
6.7. Kommunens samhällsviktiga verksamheters sårbarheter 10  
6.7.1. Kommunens beroenden 10  
7. Slutsats 10 
8. Vidare arbete 11 
9. Sekretess 11 
10. Revidering 11 
Bilaga1 - Felkällor och förbättringsområden 12  
Bilaga 2 - Samhällsviktiga verksamheter 13  
Bilaga 3 - Prioriterade verksamheter 14  
Bilaga 4 – Sammanställning beroenden 15  
 
 

   
 
 
 
 
Information
Upprättad: 2023-10-31Diarienummer: 2023/1187
Reviderad: DatumBeslutad av: Kommundirektören
Ansvarig: Säkerhets-"
RSA Munkfors 2015 Maskad.pdf,30999,1000,True,"ADDNINGSTJÄNST)
NÄNRLSTADSREGIONEN

Risk- och sårbarhetsanalys
(RSA)
med åtgärdsplan för
mandatperioden
2015-2018

Munkfors kommun

Fastställd av kommunfullmäktige 2013-09-29, 126-15-168

Sammanställd av säkerhetsavdelningen
Karlstadsregionens räddningstjänstförbund
(dnr 220.2015.00350)

Sid 1(38)

Webbplats E-post
Räddningstjänsten Karlstadsregionen raddningkarlstad.se raddningstjanstenQkarlstad.se
Postadress Besöksadress Telefon Fax Säte
653 40 Karlstad Räddningscenter 054-540 2880 054-18 83 57 Karlstad

Sandbäcken

Organisationsnr

222000-1230

Bankgiro

5520-8169


Sid 2(38)


Sid 3(38)

Inledning

Säkerhetsavdelningen i Karlstadsregionens räddningstjänstförbund arbetar
på uppdrag av kommunerna med kommunernas krisberedskap. Arbetet styrs
av lagen (2006:544) om kommuners och landstings åtgärder inför och vid
extraordinära händelser i fredstid och vid höjd beredskap (LEH).

För varje ny mandatperiod ska kommunens risk- och sårbarhetsanalys (RSA)
revideras. Myndigheten för samhällssk"
RSA Munkfors 2019 Maskad.pdf,26418,1000,True,"AODNINGSTJÄNSTE
VWARLSTADSREGIONEN

Risk- och sårbarhetsanalys
2019-2022

Munkfors kommun

Rapporterad till kommunstyrelsen 2019-10-14
Dnr: 328-19-188

Sammanställd av säkerhetsavdelningen
Karlstadsregionens räddningstjänstförbund
(dnr 2019-000128)

Sid 1(33)

Webbplats E-post
Räddningstjänsten Karlstadsregionen raddningkarlstad.se raddningstjanstenQkarlstad.se
Postadress Besöksadress Telefon Fax Säte
653 40 Karlstad Räddningscenter 054-540 2880 = 054-18 83 57 Karlstad

Sandbäcken

Organisationsnr

222000-1230

Bankgiro
5520-8169


Sid 2(33)


Sid 3(33)

Inledning

Säkerhetsavdelningen i Karlstadsregionens räddningstjänstförbund arbetar
på uppdrag av medlemskommunerna med medlemskommunernas kris-
beredskap. Arbetet styrs av lagen (2006:544) om kommuners och landstings
åtgärder inför och vid extraordinära händelser i fredstid och vid höjd
beredskap (LEH).

Lagen föreskriver att kommunen, för varje ny mandatperiod ska samman-
ställa en risk- och sårbarhetsanalys (RSA). Myndigheten för sa"
RSA Nacka 2019.pdf,19376,1000,True,"PROGRAM

Risk- och sårbarhetsanalys

Dokumentets syfte

Detta dokument svarar mot krav på att kommunen ska sammanställa och rapportera resultat av risk-
och sårbarhetsanalys till länsstyrelsen senast 31 oktober under första kalenderåret efter ordinarie val
till kommunfullmäktige.

Dokumentet gäller för
Nacka kommun

Innehållsförteckning

I Beskrivning av kommunen och dess geografiska område... 2

2 Beskrivning av arbetsprocess och Metod .........sssssssessrarsrsrsessr I

3 Samhällsviktig verksamhet ..... - on - oc Å

4 Kartläggning av händelser och analys av risker ............ssses ... 8

5 Tillgängliga resurser för att hantera händelser .........ss.sssse HI

6 Förmåge- och sårbarhetsbedömning - - oo 12

7 Förslag till åtgärder och vidare arbete ........ - oo 15
Diarienummer Fastställd/senast uppdaterad = | Beslutsinstans Ansvarigt politiskt organ Ansvarig processägare |
2019-12-04 | Kommunstyrelsen Kommunstyrelsen Säkerhetsfunktionen |

POSTADRESS BESÖKSADRESS TELEFON EPOST SMS WEBB "
RSA Nacka 2023.pdf,53079,1000,True," 
RISK- OCH SÅRBARHETSANALYS 
 
POSTADRESS BESÖKSADRESS TELEFON E-POST SMS WEBB ORG.NUMMER 
Nacka kommun, 131 81 Nacka Stadshuset, Granitvägen 15 08-718 80 00 info@nacka.se 716 80 www.nacka.se 212000-0167 
 
 
Diarienummer Fastställd Beslutsinstans Ansvarigt politiskt organ Ansvarig processägare 
KFKS 2023–652 2023-10-02 Kommunstyrelsen Kommunstyrelsen Stabschef 
Dokumentets namn:  Risk- och sårbarhetsanalys 
Dokumentets syfte 
Detta dokument svarar mot krav på att kommunen ska sammanställa och rapportera resultat av risk- 
och sårbarhetsanalys till länsstyrelsen senast 31 oktober under första kalenderåret efter ordinarie val 
till kommunfullmäktige. 
Dokumentet gäller för  
Nacka kommun  
Innehåll 
1 Risk och sårbarhetsanalys 2023–2026 ..................................... 2 
2         Centrala begrepp och termer.................................................. 2 
3 Avgränsningar ............................................................................ 4 
4 Beskrivning av Nacka ko"
RSA NässjöVetlanda 2014.pdf,68792,1000,True,"Risk- och sårbarhetsanalys 2014

Analys av konsekvenser vid samhällstörningar.

Nässjö kommun och Vetlanda kommun, 2014.

a N Vetlanda

NÄSSJÖ KOMMUN


Innehåll

INLEDNING ossossrssssersenesesonsesnsensraronssnsonroroerrarssrenrenson css esorerRor en crärrsroR Ross ARRAR REA RRSRRARSAR SAS RA RRD DEN AR RR RR Rene s Ren ere RR sr es re rt 4
Olika nivåer av samhällsstÖftfilgåt.....eeoeemsseessmeciseesenssrserssssrrrrns rerna srrrrn nns s rr annen er erna rann rent nr nen nn nn 4
BAKGRUND ossooosrssrerseosereserrersrsersrnennosrsrnrnrssssnssnrensnnoRnsänserensoresererroerorsrro ens RR Ares Rss esR ser KA RS AAA R ARSA BAR AA RANA ARA e Rs ee sen enes 5
ARBETSPROCESS ooovessesscssosssrssssssssnssnssnssnoenosnesnseresererer ser esso esse oo ones ass RAS DARRAR ARR RORRASRAR RAA ROR ARR SER RR RK Res R sosse nee Ren renen nå 5
Mål oonrrrerasrasessreresresessrsrsrreesrsrer ense senere er sen ee sen sansa n an An AAA SA en ASO ARKA RARE RNE R AEA AR KR RARE er RAR Ren A es AR RAR AAA AR KAKA "
RSA NässjöVetlanda 2020.pdf,30323,1000,True,"      
      
      
       
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
  
 
RISK- OCH 
SÅRBARHETSANALYS 
2020-2023 
Nässjö och Vetlanda 
SAMMANFATTNING 
Risk- och sårbarhetsanalysen är en 
nulägesbild och utgör underlag för 
beslut, planering och uppföljning av 
Nässjö och Vetlanda kommuners 
arbete med skydds- och 
säkerhetsfrågorna. 
 
      
 
Beslutad av räddningschef 2019-03-27 


1 
 
 
Innehåll 
Inledning ........................................................................................................................................................ 2 
Bakgrund ................................................................................................................................................... 2 
Våra kommuner ............................................................................................................................................ 3 
Nässjö kommun .................................................................................................."
RSA NässjöVetlanda 2024.pdf,52954,1000,True," 
Risk- och sårbarhetsanalys 2024-2030 
enligt LEH 
Nässjö, Sävsjö och Vetlanda kommuner samt 
Höglandets räddningstjänstförbund 
 
 
 
 
 
  

2 
 
Innehåll 
Inledning ..................................................................................................................... 4 
Beskrivning av kommuners geografiska förutsättningar ................................... 4 
Kommunernas befolkningsutveckling ....................................................................... 5 
Nässjö kommun .............................................................................................................. 5 
Process för risk- och sårbarhetsanalys .................................................................. 7 
Mål ................................................................................................................................ 7 
Avgränsning ................................................................................................................. 7 
Deltaga"
RSA Nora 2012 Maskad.pdf,77972,1000,True,"ör NORA

wa KOMMUN

Risk- och sårbarhetsanalys
Nora kommun

Analys av kommunens risker och sårbarheter

Antagen av kommunfullmäktige 2012-09-26, 8 152.

Risk- och sårbarhetsanalys Nora kommun


2 NORA

| KOMMUN

Förord

Att förebygga och hantera kriser

Kraven på kommunerna när det gäller förmågan att förebygga och hantera kriser
ökar hela tiden och så gör också allmänhetens förväntningar på kommunerna.
Samtidigt ökar påfrestningarna på samhället bl.a. beroende på klimatförändringarna.

I Nora kommun är medvetenheten stor när det gäller det omistliga värde som vår
kulturmiljö i form av trästaden har. Trästaden i sig utgör ju tyvärr också en påtaglig
risk på så sätt att en större brand kan ödelägga det som är vår ""själ"". Därför har vi
också tagit fram en särskild brandskyddsstrategi för stadskärnan.

Det nämnda är bara exempel på risker som finns i vår kommun. Den risk- och
sårbarhetsanalys som du håller i handen är avsedd att vara ett hjälpmedel för oss
som arbetar i kommunen och de vi"
RSA Nora 2019 Maskad.pdf,137035,1000,True,"NORA

KOMMUN

Risk- och

sårbarhetsanalys
2019-2023

Antagen av kommunstyrelsen

2019-10-16
& 134
Dnr: ks2019-359

Riktlinjer


Sammanfattning

Alla svenska kommuner har enligt lag (2006:544) om kommuners och
landstings åtgärder inför och vid extraordinära händelser i fredstid och
höjd beredskap krav på sig att upprätta en risk- och sårbarhetsanalys för
kommunens geografiska område varje ny mandatperiod. Detta dokument
utgör Nora kommuns risk- och sårbarhetsanalys som ska utgöra grunden
för kommunens krisberedskap och vara väl implementerad i alla
kommunala verksamheter.

Dokumentet omfattas av ett flertal olika inriktningar där huvuddelen utgör
en analys över ett antal förutbestämda risker. Analysen grundar sig på en
materialinsamling där kommunens förvaltning och dess verksamheter
samt Samhällsbyggnadsförbundet Bergslagen, Samhällsbyggnads-
förvaltningen Bergslagen, Norabostäder och Nora Fastigheter deltagit i
diskussioner och värdering av risker. Analysen redovisar sårbarheter och
h"
RSA Nora 2023 Maskad.pdf,65980,1000,True,"fflNORA 
• KOMMUN 
Risk-och 
~å rbc! rh etsc:3 nc3 lys 
2023-2026 
Antagen av kommunstyrelsen 
2023-10-11 
§ 142 
Dnr: 2023-044 

Sammanfattning 
Alla svenska kommuner har enligt lag (2006:544) om kommuners och 
landstings åtgärder inför och vid extraordinära händelser i fredstid och 
höjd beredskap krav på sig att upprätta en risk-och sårbarhetsanalys för 
kommunens geografiska område varje ny mandatperiod. Detta dokument 
utgör Nora kommuns risk-och sårbarhetsanalys som ska utgöra grunden 
för kommunens krisberedskap och vara väl implementerad i alla 
kommunala verksamheter. 
Dokumentet omfattas av ett flertal olika inriktningar där huvuddelen utgör 
en analys över ett antal förutbestämda risker. Analysen grundar sig på en 
materialinsamling där kommunens förvaltning och dess verksamheter 
samt dåvarande Samhällsbyggnadsförbundet Bergslagen, dåvarande 
Samhällsbyggnadsförvaltningen Bergslagen, Norabostäder och Nora 
Fastigheter deltagit i diskussioner och värdering av risker. Analyse"
RSA Norberg 2015.pdf,93303,1000,True,"  
 
  
  
Kommunens risk- och 
sårbarhetsanalys för 2015 enligt 
lagkravet i lagen om 
extraordinära händelser och 
sammanställd efter kraven i 
Myndigheten för 
samhällsskydd och beredskaps 
föreskrifter om kommuners 
risk- och sårbarhetsanalyser.  
Risk- och 
sårbarhetsanalys 
2015 
      
 
Anna Nilsson, beredskapssamordnare 

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Diarienr 2015.0379.168 
Antagen av Kommunstyrelsen 2015-11-16, §151 
 
 
 
 
 
 
Ansvarig handläggare: 
Anna Nilsson 
Beredskapssamordnare  
anna.nilsson@norberg.se 

 
 
2 
Innehållsförteckning 
Inledning ........................................................................................................................................................ 4 
Syftet med risk- och sårbarhetsanalysen ............................................................................................... 4 
Sekretess ........................................................................................"
RSA Norberg 2019 Maskad.pdf,334335,1000,True," 
 
 
 
 
 
 
 
 
 
 
 
 
Diarienr. NBGK 2019/0283 
Upprättad  2019-09-09 
Ansvarig nämnd Kommunstyrelsen 
Ansvarig handläggare Beredskapssamordnaren 
Antagen  
Reviderad  
RISK- OCH SÅRBARHETSANALYS 
FÖR MANDATPERIODEN 2019-2022 
ENLIGT LAGEN (2006:544) OM EXTRAORDINÄRA HÄNDELSER 
I FREDSTID OCH HÖJD BEREDSKAP 
Allmän version 

Allmän version 
Sida | 1 
2019-09-27 
Risk- och sårbarhetsanalys för mandatperioden 2019-2022 
Innehåll 
 
 
Diarienr. NBGK 2019/0283 Antagen:  
Ansvarig nämnd: Kommunstyrelsen Planerad uppföljning: Årligen i januari 
Ansvarig handläggare: Beredskapssamordnaren Reviderad:  
 
Innehåll 
Inledning ......................................................................................................................................................................... 4 
Syftet med risk- och sårbarhetsanalysen................................................................................................................ 4 
Beskrivning av arbetsprocess och metod ....."
RSA Norberg 2023 Maskad.pdf,222163,1000,True,"1 
 
  
 
 
 
 
 
 
Risk- och sårbarhetsanalys 
Norbergs kommun 
2023–2026 
 
Enligt lag (2006:544) om kommuners och regioners åtgärder inför och vid 
extraordinära händelser i fredstid och höjd beredskap 
 
Delar av kapitel 3-7 är Begränsat hemligt enligt 18 kap. 13§ OSL (2009:400) 
 
 
Antagen av kommunstyrelsen: 2023-06-07  
 
 
 
 
  


  
2 
 
 
Information om Risk- och sårbarhetsanalysen 
 
Titel:  Risk- och sårbarhetsanalys Norbergs kommun 2023–2026 
Utgivare:  Norbergs kommun 
Kontaktperson: Säkerhetsskyddschef Kristiina Pousar 
   
 
Klassning/sekretess av dokumentet/analysen 
 
Konfidentialitet:  Av betydelse för Sveriges säkerhet 
Riktighet: Av betydelse för Sveriges säkerhet 
Tillgänglighet: Av betydelse för Sveriges säkerhet 
 
Kommentar:  Innehåller information om kommunens brister, förmågor och 
kritiska beroenden mm, vilket gör att Offentlighets- och 
sekretesslagstiftningens 18 kap 13 § gäller  
för delar av dokumentet enligt nedan. 
 
Kapitel 1–2  Allmän handling 
Kap"
RSA Nordanstig 2015 Maskad.pdf,10861,1000,True,"L
HA

beg och

Sm KOPIA

Nordanstigs kommuns
risk- och sårbarhetsanalys 2019-2022

Samhällsskydd och beredskap
Ornråden som ska skyddas; människors liv och hälsa,
samhällets funktionalitet, demokrati, rättssäkerhet och människors fri- och rättigheter, miljö
och ekonomiska värden satnt nationell suveränitet.

Genom att skydda samhällets funktionalitet skyddas också liv, hälsa,
grundläggande värden, miljö och ekonomiska värden.

Är 1 455,16 km? stort, har 100 km havskust och 197 skärgårdsöar.


Övergripande beskrivning

Nordanstigs kommun

Mitt i Sverige, efter hälsingekusten, ligger Nordanstigs koramun. Kommunen är en av 10 kommuner i
Gävleborgs län och i kommunen finns åtta tätorter med centralorten Bergsjö samt Harmånger, Stocka,
Strömsbruk, Gnarp, Jättendal, Hassela och Ilsbo. Folkmängden är knappt 9 500 personer (dec 2018)
varav cirka 1 300 bor i Bergsjö (dec 2018)

syfte

Vi lever i ett alltmer sårbart samhälle och i en tid där hot och tisker i närområdet, i regionen eller i det
gl"
